review_id,asin,product_title,reviewer_name,rating,review_title,body,verified_purchase,review_date
customer_review-R3JFFTCK2NX1J7,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Meira Tjhai,4.0,Must-Read Book,"Reading this book completely shifted my perspective on money, lifestyle, saving, and investing. It helped me realize that becoming financially independent isn’t about how much we earn, but how we manage it.",1,"Reviewed in the United States on August 17, 2026"
customer_review-R2P12BCIFYEYKO,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Ronald F. Malone,4.0,My Perspective,The book was informative and addressed some basic precepts regarding an individual's attitude towards money. I would have liked for the book to address some of the issues that baby boomers have and are facing with the notion of money and retirement.,1,"Reviewed in the United States on August 12, 2026"
customer_review-R2YR22ABCFWX70,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Andres,5.0,Timeless,"This book delivers a surprising amount of valuable financial insight in a short read. The author presents the material in a unique, engaging way that keeps you interested from beginning to end. It’s informative without being overwhelming, making it a great choice for anyone looking to improve their financial knowledge.",1,"Reviewed in the United States on August 2, 2026"
customer_review-R3A1F343JQ8674,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Olabisi Afolayan,4.0,reasonable money matters,Reading this book gives you a reasonable approach to money matters. You will surely achieve independence if you follow what this book recommends.,1,"Reviewed in the United States on August 17, 2026"
customer_review-RP5CYUWJBSIJE,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Francisco,5.0,Can’t put it down,Fantastic book,1,"Reviewed in the United States on August 29, 2026"
customer_review-R1B10V4CA2M2S7,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Nina Bamberger,5.0,Good for someone not already knowledgeable on personal finance,"Finished in 1 day. Short book. Helpful but at same time, mostly common sense.",1,"Reviewed in the United States on August 16, 2026"
customer_review-RNTPQ4HFWFYKM,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Amazon Customer,5.0,amazing book,Great psychological insights on people’s habits and motivations when it comes to money history and discipline a must read for anyone trying to have more insight,1,"Reviewed in the United States on August 6, 2026"
customer_review-R3I5BM67BQ1IKO,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Tyson L. Kornelsen,5.0,I'm only half done and I'm giving it 5 STARS!,I'm only half done and I'm giving it 5 STARS! Best $10 you'll spend on a book. I can't believe it's so cheap,1,"Reviewed in the United States on August 7, 2026"
customer_review-R3RGC231WDMMJP,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Alex S.,4.0,Good read,Great book to help you step back and view finance from afar.,1,"Reviewed in the United States on August 13, 2026"
customer_review-R12YIOU3XETQR5,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",GenZ Rui,5.0,Good Product!,Product in a good quality!,1,"Reviewed in the United States on August 18, 2026"
customer_review-RTDX3KC3SWHTC,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",David,5.0,Great read,This is a great read.,1,"Reviewed in the United States on August 18, 2026"
customer_review-RSANYWQZ807R1,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Sarah Demers,5.0,Love that each chapter can be standalone,Great quality and fast shipping. I left it in the rain and it’s no longer in good quality 🤣 if you’re reading this and wouldn’t mind sending a second copy the irony of buying a second copy is too much for me! 💸,1,"Reviewed in the United States on July 23, 2026"
customer_review-R3AAMNA5T3C009,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Matt,5.0,Surprisingly insightful,"As a reasonably financially educated individual, I found this book to be filled with insights.  Some are new.  Many we all realize at a surface level at least.  Nearly all are insights from which we can benefit from a deeper understanding.  It's easy reading.  At the same time, it's a lot to take in.  It's one of those rare books that gets to claim a limited space in my bookcase because it's one to come back to now and again.  My kid at 20 years old is enjoying reading it.  I enjoy it in my 50's.  I'll appreciate it again in 5 years and in 10 years.  Everyone writes about how to make money.  This book, even more importantly, explains how money best serves us.  And it's eye opening.",1,"Reviewed in the United States on June 11, 2026"
customer_review-R1E8XPBELNBB5K,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Arash,5.0,I must read for personal finance,"I had this book on my shelf for a long time. Lately I've been tired of the same old ""life strategy self help books"" that flood the market, and I thought this book was one of them. But I was wrong. This is a great book, it's the kind of advice you want to receive when it comes to personal finance!",1,"Reviewed in the United States on July 12, 2026"
customer_review-R3EQQRY2GRQZJO,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Mark F. Garofalo,4.0,Self Reflection,Great history and brings to light why we do what we do with our emotions surrounding life; financial freedom & happiness.,1,"Reviewed in the United States on July 28, 2026"
customer_review-R1AK5BLXLN0518,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",George  de Tarnowsky,5.0,Life’s Lessons Learned,This book should be the foundation of every high school economics class!,1,"Reviewed in the United States on August 8, 2026"
customer_review-R31XNLKCW6R3KR,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Veronica Buchanan,5.0,GREAT READ!!!!,"GOOD READ SO FAR, NOT A BORING BOOK. GOT THE BOOK YESTERDAY AND ALREADY ON 149 OUT OF 238.  THE BOOK IS A LITTLE FLIMSY, BUT I'M OK WITH THAT, MAKES IT LIGHTER TO HOLD IN ONE HAND.",1,"Reviewed in the United States on July 21, 2026"
customer_review-R6W2DX7K33MO0,0857197681,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Dre,5.0,Book review,Great book very informative,1,"Reviewed in the United States on August 13, 2026"
customer_review-R8XKYVG9LYSRA,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Jay A. Nesbit,5.0,A powerful book for those wanting a deep dive into the sicience of trauma and recovery,"As a Behavioral Health Pharmacist, I work with many patients dealing with PTSD and other trauma-related mental health issues. I wanted to read The Body Keeps the Score to better understand how trauma affects the brain and body, and to be able to explain to my patients why sticking with their prescribed medications can be an important part of their healing process. This book is packed with information. Dr. van der Kolk does a wonderful job of explaining how trauma changes brain chemistry, often leaving people stuck in a cycle of stress and emotional distress. I found the discussions on fight, flight, or freeze especially interesting, as they really helped connect the dots between mental health symptoms and physical reactions. The book also explores different treatment approaches, including traditional therapies and alternative methods like yoga, drama, and neurofeedback, which I found useful. That said, this book isn’t the easiest to read. It’s dense, and at times, I felt like it could have been more concise. Some of the detailed trauma accounts were difficult to get through and might be triggering for some readers. I also think it could have done a better job acknowledging resilience—many people do recover from trauma without extensive therapy, and that wasn’t really addressed. Overall, I’m glad I read it. It gave me valuable insights that will help me guide my patients and explain why managing trauma often requires a combination of medication, therapy, and lifestyle changes. While it may not be for everyone, it’s a powerful book for those wanting a deep dive into the science of trauma and recovery.",1,"Reviewed in the United States on March 11, 2025"
customer_review-R1AMVP7JWO8VIG,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Mad,5.0,Best trauma book ever. Good for both scholars & anyone with a brain!,"I give this book five stars for its CONTENT but I felt it would be silly to take a whole star off just because of the publisher. My only issues are small so I’ll just get them out of the way: — Sentences are missing MANY commas, so I often have to reread to understand. But it’s worth it because this is the best psychology book I have EVER read, & I’ve only read a 100 pages! — Softcover is super flimsy, pages are nearly as thin as bible paper. This makes it really hard to take notes in the book. I have my B.S in psych so I wanna use this as a reference when I make it to grad school. I wish it was closer to the size of a textbook. ANYWAY! I don’t even know where to start. I’ve read so many of the popular psychology/self-help books & still felt like something wasnt making sense about the trauma part. I have had a few traumatic experiences in childhood & I’m still figuring out how I feel about myself at 30yrs old. If you think you have trauma, you probably do. It can be small. It does mot have to be a war zone or car accident to distort your thinking. Anyone who reads this book or considers it needs to understand this because you need to accept your trauma to let yourself move on. You deserve it! This book is a cure for the curious. It’s the best manual for ANY person who seeks out therapy or wants to try to use self-educating. This book has everything you can think of related to trauma. It will BLOW. YOUR. MIND. I consider myself fairly educated on the subject & I constantly find myself in awe of what the writer says. This book is perfect for you or your family so they can help understand you & vice versa. I have been marking passages to show to my family. I don’t believe there is ANYONE who couldn’t benefit from this absolute masterpiece. Go buy it. You will not regret it. I rarely buy physical copies of books but I HAD to have this one after reading it on my kindle. I am just in love with this book. I see myself buying another copy in the future just for notes. P.S.- i wish Amazon would ban book reviews that give bad reviews based on how it arrived. Amazon will always help you out if you just go to the chat section!",1,"Reviewed in the United States on September 6, 2021"
customer_review-R22OJY8961SDJE,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",requiredreading101,5.0,Interesting,"Helpful, well written scientific knowledge to help you understand trauma. I found it helpful in my line of work with families where drugs and physical/sexual abuse exist. I work with foster children and their families and there is more often than not PTSD present. Traumas can be environmental and go back generations, and some traumas are imprinted in the DNA. I found this book helpful for me to understand my clients. This book unpacks a lot and can take extra time to understand. I suggest making notes or highlighting passages and coming back to them. There are so many aha moments in it. I found out a lot about my own family traumas in my journey to understand my clients, ans many of us social workers do. I will keep this on my shelf to reread for refreshers now and then. It’s a book I recommend for those in my field, for those who are interested in learning about others with PTSD, and for those with traumas to help understand themselves.",1,"Reviewed in the United States on September 5, 2025"
customer_review-R3V05VUOK9JM3H,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",kenny moore,5.0,Great read,Amazing book!,1,"Reviewed in the United States on May 30, 2026"
customer_review-R2L940XNG6SB2E,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",christopher e lehnert,5.0,the world is a dangerous place,"December 23, 2015 Doctor Bessel A. van der Kolk, M.D. Thank you for your book THE BODY KEEPS THE SCORE. Today, while reading your book, I realized that the reason my wife tells me all the bad news, is because when she was little, she did not feel safe. So tonight, I said to her ""When you were little, you did not feel safe"" and she said ""When I was little, papa would beat mama, and mama would cry"" So I put my arms around her, and squeezed her tight, and held on, as I said ""God has his arms around you, and so do I"" She Was Thrilled! Her voice had a happy lilt {which I had not heard before} as she said ""That is a nice thing to say!"" I squeezed tighter, and said ""The world is a dangerous place, but you are safe, here, between my right arm and my left arm. We were in the computer room. She sat on my lap, and we talked for about 40 minutes. Then we went to the kitchen, and talked for about an hour. We were talking about our experiences of when we were little. In particular, we talked about childhood Christmases. Then we went into the living room and sat on the sofa, and talked for another hour. We talked like we used to talk, when we were first married. LONG STORY: In 2003, I was an American widower [52] when I married a Russian widow [51] who I met on the internet. Our marriage has been hard-going, mainly because of her criticism of myself, and of her constant reiteration of all the bad news she reads about on the internet. I have told her and told her, ""I also, read this news. Please do not tell me about it. There is no need to tell me about it. If we talk about all of the injustices of the world, we will never come to the end of it, and we will spend our entire life, never saying anything good about anything"". But she has not been able to stop. As I read your book, I realized that, when she was little, she did not feel safe. She grew up, thinking that the world is a dangerous place. So, I no longer feel anger at her, for telling me about everything that is going wrong in the world. I still do not want to hear it, but instead of arguing, or trying to change her, I just grunt. Christopher Lehnert",1,"Reviewed in the United States on December 24, 2015"
customer_review-R2BJ27JOO0XH91,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Gord o' The Books,5.0,Learning About Trauma and Healing From It,"Review of The Body Keeps the Score by Bessel van der Kolk I came to this book at precisely the right moment in my life, thanks to the recommendation of my naturopathic doctor, Taggy Bensaid. At the time, I was about six months into therapy for my own PTSD and just beginning to explore deeper healing approaches. This book became a guidepost, illuminating the intersections of trauma, healing, and the holistic therapies I was already embracing, like music, massage, and yoga. One of the most powerful lessons I took from this book is the understanding that many behaviors—especially in children—aren’t willful defiance or laziness, but expressions of unprocessed trauma. It reinforced my belief that society, as a whole, has a responsibility to address the growing epidemic of trauma, not just by treating individuals but by creating environments that foster healing and growth. This resonated deeply with me as both a teacher and a choir member. It explained why I’ve struggled with breathing properly in choir and gave me tools to approach teaching with more compassion—not as a disciplinarian, but as someone committed to understanding what’s happening in a child’s world before taking action. On a personal level, this book affirmed my vision for strengthening connections within my extended family. Too often, I’ve encountered resistance in the form of phrases like, “People have to take care of their own families,” or “You can’t make people do what they don’t want to do.” This book helped me see those responses in a new light, rooted in their own unprocessed experiences, and gave me renewed determination to move beyond that negativity. The Body Keeps the Score isn’t just a book—it’s a lifeline for anyone seeking to understand trauma and chart a path toward healing. It’s accessible, insightful, and profoundly validating, and I’m grateful to have encountered it at such a pivotal time in my life.",1,"Reviewed in the United States on January 26, 2025"
customer_review-R39Z48UG3R6E5E,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Betty Ann Darby,5.0,The answer for your response!!!,A must read!!  It explains why you as an adult respond to events in the way you do. Think about that!!! Emotional ways you responded to events/memories from your childhood carry over into the way you respond as an adult.,1,"Reviewed in the United States on May 18, 2026"
customer_review-RKFE4D5XP49EY,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Simplesandy,5.0,Validating and tools,"This book has validated everything that has gone on in my anxious life. Migraines, low WBCs, horribly itchy rashes that have affected every part of my body, teeth grinding, osteoporosis, stomach issues, ear ringing, optic nerve, tachycardia, etc. Doctors telling me to go to counseling and not acknowledging the relationship to GAD and chronic trauma and stress. This has helped me to take charge by not self-shaming my not going to counseling and has given me tools. I especially like the repetitive motion. Well researched and written book.",1,"Reviewed in the United States on March 21, 2026"
customer_review-R133HGS3C13RQQ,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Dale Rafferty,5.0,Aid to Understanding PTSD for Yoga Teachers and Others,"This book was recommended to me by a massage therapist.  As a yoga teacher I was fascinated to read the book, and especially the references to yoga practice, breathing and inner awareness.  A full chapter is dedicated to “Learning to Inhabit Your Body: Yoga.”  The medical doctor who authored the book writes about becoming a yoga teacher and receiving a grant from the National Institutes of Health to study the effects of yoga on PTSD. The author also illustrates the distinct HRV (heart rate variability) of 1) a well-regulated person, 2) a person responding to upset, 3) someone in PTSD, and 4) someone with chronic PTSD reliving a trauma memory. Overall, this book includes information about the possibility of becoming aware of energies related to past experiences that are held in the body and/or the subconscious.  It also provides information about the possible use of yoga to loosen long held memories of trauma.  There is a story of one of the doctor’s patients who went to a yoga class where the teacher remarked that if we notice our breath we are in the present because we can’t breathe in the future or the past.",1,"Reviewed in the United States on November 18, 2025"
customer_review-RIADBMXQZPCRI,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",CJ,5.0,Empowering (and Triggering b/c DUH ITS A BOOK ON TRUAMA),"I cannot stop recommending this book to every single person I know. What I love about this book is that the author doesn't talk down to his audience or try to sell you some nonsense that lacks any substance which I've seen from a lot of self-help grifters just trying to profit off the insecurity and trauma of others. No, this book takes an in-depth look at the neurological/physiological effects of trauma and how those effects end up causing further trauma which inevitably leads to (what can seem like) a never-ending cycle of suffering for an individual who is not aware of why or what is happening to them. I love that the author not only explains the latest scientific theories, research data, and clinical experiments but also lays out a historical foundation of how medicine has progressed over the years in its approach and treatment of PTSD and similar mental disorders. Additionally, the author is a phenomenal writer who has written both an informative and entertaining book. His writing is so captivating and immersive that I found myself relating to war vets who have most definitely experienced more trauma than I have. Even in discussing horrific acts committed against and by these veterans, the author manages to employ an empathetic tone to both victim and perpetrator (who is often a victim themselves - it seems the human condition often results in individuals being both). Yet, I didn't pity these men, nor did I despise them, I admired them and their perseverance and strength. I mourned with them as they contemplated the loss of themselves, their friends, and their innocence to the senseless violence of war.  I was empowered to process my own trauma, because if they could do it, I could, too.  If they could face what was done to them and the awful things they did in their attempts to cope with that trauma, then I could, too. And more than that I could move past it by moving through it to discover that I am not the person who experienced that trauma, nor I am the person who did awful things when I was coping with that trauma. No, I am someone different now, someone better. I mourned the girl I was before; I forgave the girl I had to become, and now I can embrace the new woman I am today. P.S. Yes, it deals with triggering topics. It's literally a book on trauma. And as someone who experienced serious trauma, initially coped in unhealthy ways that ended up hurting myself and others, and then finally spiraled down into shame, depression, anxiety, and self-loathing, this book and the stories from these veterans made me feel understood and not so alone.",1,"Reviewed in the United States on February 3, 2022"
customer_review-R1CPXCHUPR89SR,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Not Moses,5.0,Comments on the Diverse General Etiology of PTSD Induction from One War to Another,"While I don't feel any need to add my name to the well-deserved legion of Dr. vdK's ducklings, I would like to register the following theory vis the diversities between WWI vs. WW2 & Korea vs. Vietnam, Afghanistan and Iraq PTSD etiology ref. pp. 185-188 of this =superior= tome: The general nature of combat was different, and the nature of the cognitive and neurobiological insults were both different and understandable in light of the nature of those differences in combat =contexts=. In WWI's trench warfare, soldiers were trapped in confined environments and subjected to hours and hours of intense bombardment which induced concussive effects upon the brain via sudden and gross changes in air pressure. I see Seligman's rat-in-the-box ""learned helplessness,"" which fits with the ""flailing, facial tics and collapse of paralyzed bodies"" described on p. 187. WW2 and Korea were essentially siege wars for allied troops. While some (especially early in the war) were be-sieged, most were siege-ers. And most were subjected to lengthy periods of rapid movement through open, relatively unprotected space in the face of intense canon, aerial, mortar, machine-gun and rifle fire as they fought their way towards well-protected bunkers and other ""fortress"" structures. That these PTSD victims ""talked and cringed"" makes complete sense when the nature of their combat circumstances is understood: ""I was a target at a shooting range."" Vietnam tended to be (though not completely, as there were brief sieges, especially in early 1968) a war of patrol and sudden ambush following hours of heightened arousal in the insular > amygdalar > hypothalamic > pituitary > adrenal axis, conditioning the dendrites along that track to neuroplastic modification at the molecular level in the fashion of unpredictable, ""variable schedule of reinforcement."" The typical Vietnam combat veteran was also regularly withdrawn from the combat zone to locations where he could drink, drug and sexualize himself ""sense-less."" Afghanistan and Iraq are similar to Vietnam in providing scenarios of ""anxious patrol until being (intermittently) ambushed,"" usually by sappers, though withdrawal (for ""R&R"") to ""bacchanalian retreats"" was (at least so far as I understand from direct contact with these people) far less the case than in Southeast Asia. Beyond that, however, body armor has changed the 3:1 ratio of serious injury to death that prevails in previous wars. In the Gulf Wars, we have seen a vastly higher rate of ""survival,"" albeit with life-course-modifying loss of limbs, etc. We're seeing a much higher percentage of survivors with... ""learned helplessness"" owing to irreparable or only partially reparable physical damage. My thesis here (however questionable, and I respect that) is that the etiology of combat PTSD has changed, and that the focus of treatment has to change with it. Understanding the nature of both combat =and= attendant environments is crucial to provide a sense of psychotherapeutic direction, as well as avoidance of medicinal mis-direction, to save time and money, as well as prevent unnecessary suffering induced by incorrect application of ""traumatic memory processing."" RG, Psy.D.",1,"Reviewed in the United States on April 3, 2015"
customer_review-RCQXM0ER779FU,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Alexandria,5.0,Please read this book!,Only about halfway through reading and this book has changed my life and has altered my brain chemistry in such a positive way. I will forever be grateful to my friend who recommended it to me!,1,"Reviewed in the United States on May 16, 2026"
customer_review-R1WGSI9TZ6ARW7,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",K.A.K.,3.0,It was a slog for me. Glad to be done reading it.,"""We now know that there is another possible response to threat, which our scans aren't capable of measuring. Some people simply go into denial: Their bodies register the threat, but their conscious minds go on as if nothing has happened. However, even though the mind may learn to ignore the messages from the emotional brain, the alarm signals don't stop. The emotional brain keeps working, and stress hormones keep sending signals to the muscles to tense for action or immobilize in collapse. The physical effects on the organs go on unabated until they demand notice when they are expressed as illness. Medications, drugs, and alcohol can also temporarily dull or obliterate unbearable sensations and feelings. But the body continues to keep the score."" ﻿ I’ve dedicated January 2025 to reading books that have been languishing on my TBR list. The Body Keeps the Score is the first of four that I’ve chosen. I became interested in reading this after it was recommend by a podcaster I regularly listen to. I started and stopped it a couple of times in 2024. I wasn’t fully prepared for how dense it is. The book begins with a history of the development of the modern medical approach to mental suffering and includes many examples from the author's own education and practice. There are a lot of scientific details and uncomfortable accounts of child abuse, sexual assaults, and wartime atrocities. Things I liked: The chapter on the body-brain connections, particularly the description of fight, flight, or freeze and the reasons behind the physical manifestations we experience during these states. The part that discusses the paths to recovery. It was interesting to read about various treatment modalities. Things I didn't like: This is a long book and I kind of got lost in all the words. I feel like the word count could have been cut in half and it would have been a much more understandable read. The author speaks of repressed memories as settled fact, but they have not been supported by research and are not universally accepted as true. The details of various traumas, particularly child sexual abuse, seemed unnecessary and could be triggering for some individuals. I feel like this was an unwise inclusion in a book geared to people who have experienced trauma. There is no discussion of the resiliency of humans. If you were to believe this book, everyone who has experienced trauma would be unable to function without professional help, but many do recover on their own and go on to live healthy, well adjusted lives. I am glad I read this book to have an idea of what everyone is talking about and it did give me some things to think about, but I am surprised that it is so popular with such high reviews. It was a slog for me and I'm glad to be done reading it.",1,"Reviewed in the United States on January 8, 2025"
customer_review-R26OWNELCD64R8,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Ramona O.,4.0,Really great information and insights,"I'm not all the way through this yet (it is so full of information and data it is not a fast read), but so far I am really liking it. It has a lot of information from both studies that have been done (and pictures from brain imaging), and from the author's own observations in his interactions with people from the beginning of his career in about the 1950s. You really see the tragedy in how LONG it took to prove how much things like PTSD, abuse, and other trauma actually affects the functionality of the brain long-term. The only thing I don't like so far is how the book is organized. It seems like he's doing it chronologically, but that does mean he is repeating some information, and he is ""putting off"" in some cases telling you all the information--for example he'll say something like we used ___ therapy, which I talk about in Chapter 9. But this is a fantastic read if you or someone you are close to has experienced something very difficult and has struggled to find the right treatment to help with recovery and to help you not just ""cope"" but return to living a full and enjoyable life feeling like ""yourself"" again.",1,"Reviewed in the United States on May 13, 2025"
customer_review-R27LH195TFOMPJ,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Kevin Smith,5.0,Great for victims of trauma,"This is hands down one of the best trauma books that I have read.  I sent this book to a person in prison that has gone through a lot of trauma in her life.  If you have been through trauma, this is a must read.  I have been to combat twice, the book was very insightful.",1,"Reviewed in the United States on April 26, 2026"
customer_review-R2F22KVXWLW2EX,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",DAD,5.0,Yes,"I bought this book twice.  One for myself, one for a gift.  Arrived quickly. Packaged well.  Excellent resource.",1,"Reviewed in the United States on May 28, 2026"
customer_review-R3B96YPU3HYA05,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Jaime Andrés Paniagua Palacio,3.0,Deterioro,"Llegó deteriorado, como de segunda",1,"Reviewed in the United States on August 18, 2026"
customer_review-R115YF6VM2QRXF,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Kelli L. Best,5.0,Informative yet clinical at times,Excellent and informative book!  I have enjoyed learning about how the brain functions and the different types of therapy needed in different situations. Mental health is not a one size fits all practice.  This book explains how our bodies hold the trauma we experience and explains why.  Not a quick read as it is quite clinical and technical but the author offers many examples to prove his points and that is helpful.,1,"Reviewed in the United States on March 21, 2026"
customer_review-R2A1KV26PCWZ3X,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",M&M,5.0,Mom Liked and Book Club Approved,"Mom had me get this for her book club.  She had no complaints, nor did her book club.  A good read.",1,"Reviewed in the United States on May 12, 2026"
customer_review-R1M5TCIXWANDGV,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Jonelle,3.0,Uhh…,Came with the front of the first page or two missing :/. Weird because everything else that came in the same box was fine..,1,"Reviewed in the United States on August 3, 2026"
customer_review-R1FPG2FOWITQ8S,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Cleo,3.0,Can't say I really learned anything,"This book is a tough read. Can't say I really got anything out of it that I didn't already know. You can't pin it down to any one therapy that actually works they use so many different therapies for so many different kinds of problems. Getting any therapy today is hard, the system is overwhelmed and not enough places to get help",1,"Reviewed in the United States on July 9, 2026"
customer_review-R2IYEDSQTBAAWX,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",bridgette alexander,5.0,Great read,Great read,1,"Reviewed in the United States on June 9, 2026"
customer_review-RBKAY76L6WN4F,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",alldenmik,3.0,"Yoga is good for you. So is expressing yourself in writing or music, not so much in speech.","Wow, I think I might actually have to bail on this. Trying to frame what I want to say, here, because I really wanted to like it. And it does have some truth to it. But wow, is the truth buried in rambling, self-aggrandizing, triggering and just plain corny Freudian psychobabble.  So, trauma creates new pathways in your brain and makes everything look like your traumatic experience. Some people disassociate, basically flipping the off switch and that goes for everything, not just the traumatic parts. So, you don’t feel pain, or anything else. That makes it hard to experience joy or love. Your heart rate being out of synch with your breathing makes your nervous system think there’s a danger, and your mind will create narratives to explain it- again, making everything look like your trauma. Yoga, martial arts and various mind-body-integrative therapies can help. Because speech, music and writing are all handled in different brain areas, combining one of the above modalities with journaling, art or musical expression can clear new pathways and let you reset/reframe. Talk therapy however, can be a problem because putting the feelings into words gets in the way of identifying the physical sensations you’re feeling, so he doesn’t advise that. Some people find it helpful to visualize your defense mechanisms as individuals and ask them to step aside when they’re not useful- eg naming your your inner critic, thanking her for her service and asking her to step back when she isn’t being helpful. Letting your wounded inner child speak, ect. I was feeling that section- it was helpful. But this little highlighted section just took me out. I said, ok, that’s too cult-like & paternalistic for me, and seriously? Freud called and said that was cringey & sometimes a cigar is just a cigar, ffs. I really feel like I tried. I have psychology degrees and was a counselor and professor for years, I understand history and systems and theories of psychology that have come and gone, and it’s not always an awesome history, lots of it is exploitive, oppressive, narcissist-driven and capitalistic. I’m often disappointed with self-help books, but only occasionally find them as icky as this one. And, again, I really wanted to like it.",1,"Reviewed in the United States on August 12, 2025"
customer_review-R2T5O3FDTCNU3M,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Pam,5.0,"A ""Must Read"" book for those working to heal from the after effects of trauma, sexual abuse and other abuse","If you have PTSD, C-PTSD, suffered trauma from abuse, sexual abuse, or you are supporting someone who has, this is an outstanding book.  For women survivors of childhood sexual abuse, The Courage to Heal is considered the best resource as part of an overall recovery plan.  To me, this book is just as important because it provides a relatively easy to understand scientific explanation of how trauma is processed in the brain and an excellent review of the various treatment options.  It provides a solid scientific framework to understand trauma as a treatable disorder. Reading this book helped me to firmly accept the existence of repressed memories, or amnesia, that can occur as a result of trauma, abuse/sexual abuse, particularly in childhood.  The author both lays out evidence, and also explains what happens in the brain to cause it.  He also explains why some experts claim repressed memories don't exist, and he explains why they are wrong. I wish the book had gone into a little more depth on the issue of denial which for me has been and continues to be an issue. The book helped me understand the symptoms of PTSD, and the many facets of how it impacts lives of people who have this mental disorder.  He does that both through science and examples of patients he's treated.  For me, it was very comforting to understand the basic mechanics behind the symptoms.  It helped me see that I'm not crazy, but rather have a group of symptoms that are consistent with other people who have experienced trauma similar to mine. The overview of various treatment options is excellent, with information on data supporting their use and patient success stories.  So many of the approaches that I thought were ""New Age"" gimmicks are actually very effective.  I'm no longer a skeptic! Throughout, the author is very respectful of trauma survivors and the dysfunction coping with that trauma has caused in their lives.  I finished the book with a much greater understanding of my condition, my options, and great hope that I can reach a time in my future when I'll feel better than ever before. The only caveat I will add in an otherwise rave review is that this book is quite political in terms of medical politics, the pharmaceutical industry, and social justice.  My opinion is that if you write a book, you have every right to express your opinion, and when you've been working to help trauma survivors for decades, what you have to say is worth listening to, but if this sort of thing annoys you, be forewarned.",1,"Reviewed in the United States on June 10, 2016"
customer_review-R7SZ3S1PYAJ6U,0143127748,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",cindy,5.0,Important read,"Some parts are tough to get through, but this is a very thorough education book for all",1,"Reviewed in the United States on May 23, 2026"
