asin,title,brand,rating,ratings_count,category,prime_eligible,latest_price,last_price_update
0735220697,Eleanor Oliphant Is Completely Fine: Reese's Book Club: A Novel,Generic,4.5,0,best sellers books,0,39.36,2026-09-03 11:39:52
1413332501,"California Landlord's Law Book, The: Rights & Responsibilities",Generic,4.6,0,best sellers books,0,157.61,2026-09-03 11:39:52
1496736982,The Girl Who Was Taken: A Gripping Psychological Thriller,Generic,4.4,0,best sellers books,0,45.59,2026-09-03 11:39:52
1501154656,Then She Was Gone: A Novel,Generic,4.4,0,best sellers books,0,37.82,2026-09-03 11:39:52
1501171356,The Last Thing He Told Me: A Reese Witherspoon Book Club Pick (The Hannah Hall Series),Generic,4.3,0,best sellers books,0,44.06,2026-09-03 11:39:52
1501173219,All the Light We Cannot See: A Novel,Generic,4.5,0,best sellers books,0,46.0,2026-09-03 11:39:52
1524797677,Something in the Water: Reese's Book Club: A Novel,Generic,4.0,0,best sellers books,0,42.97,2026-09-03 11:39:52
B000FCKPJE,Magic Hour: A Novel,Generic,4.6,0,best sellers books,0,54.18,2026-09-03 11:39:52
B00BZY9P0Q,The One For Me (January Cove Book 1),Generic,4.3,0,best sellers books,0,27.07,2026-09-03 11:39:52
B00MSR5EJA,That Month in Tuscany (Take Me There Book 1),Generic,4.3,0,best sellers books,0,31.59,2026-09-03 11:39:52
B00X0TKUS0,48 Laws of Power,Generic,4.7,0,best sellers books,0,,
B01498HF7E,The Deal,Generic,4.5,0,best sellers books,0,,
B07JX7ZDJ3,The Silent Patient,Generic,4.4,0,best sellers books,0,,
B07Q4XWX8C,Verity,Generic,4.6,0,best sellers books,0,,
B0847KDV8W,"The Girl Behind the Gates: The gripping, heartbreaking historical bestseller based on a true story",Generic,4.6,0,best sellers books,0,4.47,2026-09-03 11:39:52
B085S8BSYS,The Midnight Library: A GMA Book Club Pick (A Novel),Generic,4.4,0,best sellers books,0,,
B087132HDL,The Asset (Lance Spector Thrillers Book 1),Generic,4.4,0,best sellers books,0,,
B08T6XN4FP,The Love Hypothesis,Generic,4.5,0,best sellers books,0,58.7,2026-09-03 11:39:52
B09GW71YT6,Brink of War: A Prosecution Force Thriller (The Prosecution Force Thrillers Book 1),Generic,4.5,0,best sellers books,0,,
B09XRF2SWN,The Housemaid,Generic,4.5,0,best sellers books,0,,
B0BHF4CXJP,The Five-Star Weekend,Generic,4.4,0,best sellers books,0,,
B0CGPFP26W,The Worst Ship in the Fleet (Dumb Luck and Dead Heroes Book 1),Generic,4.2,0,best sellers books,0,,
B0CYXX3PX1,The Correspondent: A Novel,Generic,4.6,0,best sellers books,0,63.22,2026-09-03 11:39:52
B0D4614BLM,The Honeytrap (Espionage Thriller Series Book 1),Generic,4.4,0,best sellers books,0,,
B0D8V6K6B6,The Book Club for Troublesome Women: A Novel,Generic,4.4,0,best sellers books,0,45.14,2026-09-03 11:39:52
B0DFMZMKFJ,The Let Them Theory: A Life-Changing Tool That Millions of People Can’t Stop Talking About,Generic,4.6,0,best sellers books,0,,
B0DHJH6QHB,Don't Believe Everything You Think (Expanded Edition): Why Your Thinking Is The Beginning & End Of Suffering,Generic,4.6,0,best sellers books,0,,
B0DTZP2T3V,The Secret of Secrets: A Novel,Generic,4.4,0,best sellers books,0,,
B0DXQFKTBN,1929: Inside the Greatest Crash in Wall Street History--and How It Shattered a Nation,Generic,4.6,0,best sellers books,0,,
B0F1BGY2PF,The Widow: A Novel,Generic,4.4,0,best sellers books,0,,
B0F6QPJMKJ,Strangers: A Memoir of Marriage,Generic,4.4,0,best sellers books,0,,
B0FKTTYMVG,Yesteryear: A GMA Book Club Pick: A Novel,Generic,4.2,0,best sellers books,0,,
B0FSLKVRNW,Kin: Oprah's Book Club: A Novel,Generic,4.4,0,best sellers books,0,,
B0FSQ3W7BC,The Things We Never Say: A Novel,Generic,4.4,0,best sellers books,0,67.74,2026-09-03 11:39:52
B0FVWBZ7PX,Judge Stone: A Novel,Generic,4.6,0,best sellers books,0,,
B0GQL2Q8R6,Big Little Truths: Reese's Book Club: A Novel: The Sequel to Big Little Lies,Generic,4.5,0,best sellers books,0,,
1922903035,Blood & Steel: An epic romantic fantasy (The Legends of Thezmarr),Generic,4.5,0,best sellers books,0,72.25,2026-09-03 11:39:52
B0FJ8SCQPZ,The Girl in the Valley (A Sapphire Valley Mystery),Generic,4.6,0,best sellers books,0,58.7,2026-09-03 11:39:51
B00005T406,Logitech Optical Trackball Marble Mouse,Generic,4.5,0,ergonomic mouse,0,903.51,2026-09-03 10:16:09
B07FNJB8TT,"Logitech MX Vertical Wireless Mouse Ergonomic Design - Graphite | Reduces muscle strain, move content between 3 Windows and Apple computers, rechargeable",Generic,4.4,0,ergonomic mouse,0,361.41,2026-09-03 10:16:09
B09J1TB35S,"Logitech Lift Vertical Ergonomic Wireless Mouse - Graphite | Connect via Bluetooth or included Logi Bolt USB-A receiver, quiet clicks, 4 of 6 buttons customizable, Windows Mac compatible",Generic,4.4,0,ergonomic mouse,0,291.0,2026-09-03 10:16:09
B0CW6F9W2K,"JYKEYMOUT Bluetooth and 2.4G (2-in-1) Rechargeable Wireless Mouse, Ergonomic Vertical Design, 1000/1200/1600 DPI, 6 Silent Buttons, for Laptop, Computer, PC, MacBook, Chromebook-Black",Generic,4.2,0,ergonomic mouse,0,54.18,2026-09-03 10:16:09
B0D2JGKRMM,"Lenovo Yoga Pro Mouse, Bluetooth, USB-C Rechargable, Dual Mode Bluetooth, 6 Button, Right Handed Design, Ergonomic Design, Programmable Buttons, 2-Way Metal Scroll Wheel, Tidal Teal",Generic,4.4,0,ergonomic mouse,0,144.55,2026-09-03 10:16:09
B0D6PTR6MP,"Logitech MX Ergo S Advanced Wireless Trackball Mouse USB C - Graphite | Advanced ergonomic design, rechargeable battery, Bluetooth and encrypted dongle, 6 programmable buttons, PC/Mac compatible",Generic,4.5,0,ergonomic mouse,0,519.61,2026-09-03 10:16:09
B0DG5SW7F4,"TECKNET Ergonomic Mouse, 4800 DPI Wireless Bluetooth Vertical, 3-Device | Switch Among 3 Devices, 6 DPI Levels, BT 5.0/2.4G USB-A, Quiet Clicks, 6 Buttons, Battery-Powered, Right-Handed, Black",Generic,4.4,0,ergonomic mouse,0,121.96,2026-09-03 10:16:09
B0DR1K3DM1,"UGREEN Ergonomic Wireless Mouse, Bluetooth & 2.4G Wireless, Quiet Clicks | 1000/1600/2000/4000 DPI, Up to 3 Device Connectivity, 6 Buttons, Multi-system compatibility, for Laptop, Desktop, PC",Generic,4.3,0,ergonomic mouse,0,68.64,2026-09-03 10:16:09
B0F1YD86Z6,"TECKNET Ergonomic Mouse, Bluetooth Wireless Vertical Mouse, Rechargeable Battery, Quiet Clicks, 4800 DPI Adjustable, BT5.0/3.0 & 2.4G Connect, Easy to use, Wide Compatibility - Black",Generic,4.6,0,ergonomic mouse,0,112.92,2026-09-03 10:16:09
B0F38J746X,"TECKNET Ergonomic Mouse, 4800 DPI Wireless Bluetooth Vertical, 3-Device | Switch Among 3 Devices, 6 DPI Levels, BT 5.0/2.4G USB-A, Quiet Clicks, 6 Buttons, Battery-Powered, Right-Handed, Pink",Generic,4.4,0,ergonomic mouse,0,125.35,2026-09-03 10:16:09
B0F42QZ7GN,"Uineer Vertical Ergonomic Mouse, Wireless Bluetooth Mouse, 3-Device,Quiet | Switch among 3 devices; side scroll wheel supports horizontal navigation for documents and spreadsheets.",Generic,4.3,0,ergonomic mouse,0,121.96,2026-09-03 10:16:09
B0F6NFDYJV,"PHILIPS SPK7628 Ergonomic Mouse - Wireless Mouse with 3 Adjustable DPI | 2.4 GHz Vertical Mouse for Laptop and Desktop,6 Silent Buttons Quiet Mouse for S/M Rght Hands, Lightweight, Auto Sleep",Generic,4.3,0,ergonomic mouse,0,103.88,2026-09-03 10:16:09
B0FPFTF4NH,"TECKNET Wireless Trackball Mouse, Bluetooth Mouse with Ergonomic, Black | 3-Device Connectivity (Bluetooth & 2.4G), 5 Adjustable DPI, RGB Lighting, PC, Mac & Laptop Compatible",Generic,4.5,0,ergonomic mouse,0,144.55,2026-09-03 10:16:09
B0FWQN4VL1,"Uineer Vertical Ergonomic Mouse, Wireless Bluetooth Mouse, 3-Device | Switch among 3 devices via dual Bluetooth and 2.4G; rechargeable with 7-color ambient lighting.",Generic,4.4,0,ergonomic mouse,0,103.88,2026-09-03 10:16:09
B0FY5M888K,"PHILIPS Ergonomic Wireless Mouse, Multi-Device Bluetooth (USB-A/C) for Laptop & Mac/PC, Silent Productivity Mouse with Side Scroll, 5-Level DPI Rechargeable Computer Mouse, Right-Handed Comfort",Generic,4.3,0,ergonomic mouse,0,225.89,2026-09-03 10:16:09
B0G5P4K1G6,"TECKNET Ergonomic Mouse, BT5.3/2.4G, Silent Wireless Vertical, Rechargeable | 6 Adjustable DPI, USB A Receiver, Switch Between 3 Devices, 6 Buttons, Long Battery Life, Wide Compatibility, Black",Generic,4.6,0,ergonomic mouse,0,90.33,2026-09-03 10:16:09
B0GF63SSRY,"TECKNET Ergonomic Mouse, Vertical Wireless Mouse 2.4G, Computer Mouse with 6 Adjustable 4800 DPI, Quiet Clicks Optical Mice, USB A Receiver, 6 Buttons for Laptop, Desktop, PC - Black",Generic,4.3,0,ergonomic mouse,0,67.74,2026-09-03 10:16:09
B0GK95S8ST,"Uineer Ergonomic Wireless Vertical Mouse, 3-Mode Bluetooth 5.0/4.0 & 2.4GHz | Rechargeable, USB-A Receiver, Silent Computer Mouse for Laptop, Mac, iPad and PC, 4 DPI Levels, LED Light, 3-Device Switching",Generic,4.3,0,ergonomic mouse,0,103.88,2026-09-03 10:16:09
B0GR5WKW9F,"TECKNET Ergonomic Wireless Bluetooth Mouse, Silent Rechargeable Vertical Mouse(BT 5.0/5.0+2.4G), 5-Level 4800 DPI, 200H Long Battery Life, Quiet Clicks, 2.4GHz with USB A Receiver, Wide Compatibility",Generic,4.4,0,ergonomic mouse,0,112.92,2026-09-03 10:16:09
B0HD9ZZG4Y,"AOC Ergonomic Mouse, 2.4GHz Wireless Bluetooth Vertical Mouse, Rechargeable | 4800 DPI, Right Hand, Quiet Clicks, RGB Light, 6 Programmable Buttons, LED Battery Display, Suitable for PC/Laptop/Mac, Gray",Generic,4.8,0,ergonomic mouse,0,135.52,2026-09-03 10:16:09
B08Z6X4NK3,"Logitech G413 SE Full-Size Mechanical Gaming Keyboard - Black | Backlit, anti-ghosting, compatible with Windows and macOS, aluminum material",Generic,4.5,0,mechanical keyboard wireless,0,404.38,2026-09-03 10:15:54
B0C7KFZ5TL,"ASUS ROG Strix Scope II 96 Wireless Mechanical Gaming Keyboard – 96% Full-Size, Tri-Mode Connectivity, Hot Swappable Pre-lubed ROG NX Snow Linear Switches, PBT Keycaps, RGB, PC/Mac Support-Black",Generic,4.6,0,mechanical keyboard wireless,0,582.91,2026-09-03 10:15:54
B0CQ2MSP2B,"RK ROYAL KLUDGE S98 Wireless Mechanical Keyboard w/Smart Display & Knob | 96% Top Mount RGB Gaming Keyboard BT/2.4G/USB-C, 5-Layer Noise Dampening, Creamy Sound Pre-lubed Switch,Hot Swap, 98 Keys",Generic,4.4,0,mechanical keyboard wireless,0,402.12,2026-09-03 10:15:54
B0CQ53BKWT,"AULA F75 75% Wireless Mechanical Keyboard, Hot Swappable Creamy Keyboard, Pre-lubed Reaper Switches, 2.4GHz/Type-C/BT5.0, RGB Backlit Gaming Keyboards(White & Blue)",Generic,4.6,0,mechanical keyboard wireless,0,293.67,2026-09-03 10:15:54
B0D9M75HS5,"AULA 99 Key Purple Keyboard, Wireless Gaming Keyboard with Number Pad | RGB Backlit,Programmable,Creamy Sounding,Tri-Mode BT/2.4GHz/USB-C,2000mAh Membrane Keyboard,Thocky Computer Keyboards",Generic,4.2,0,mechanical keyboard wireless,0,126.48,2026-09-03 10:15:54
B0DFXV6ZPM,"GravaStar Mercury K1 75% Wireless Mechanical Gaming Keyboard RGB Backlit | Gasket Mount, Hot Swappable Linear Switches, Creamy Sound Keyboard, 2.4GHz/USB-C/Bluetooth 5.0, for Win/Mac【Gradient Black】",Generic,4.7,0,mechanical keyboard wireless,0,587.21,2026-09-03 10:15:54
B0DZ28ZGYL,"AULA S99 Gaming Keyboard, Wireless Green Creamy Computer Keyboards | Tri-Mode Bluetooth/2.4GHz/USB-C Membrane Keyboard with Number Pad,99Keys,RGB Backlit,Programmable,Creamy Silicone Structure",Generic,4.2,0,mechanical keyboard wireless,0,126.48,2026-09-03 10:15:54
B0F8VYDRDP,"AULA 99 Key Keyboard, Wireless Pink Gaming Keyboard Creamy with Number Pad | Membrane Keyboard,RGB Backlit,Tri-Mode BT/2.4GHz/USB-C,2000mAh Rechargeable Thocky Clicky Creamy Sound Computer Keyboards",Generic,4.2,0,mechanical keyboard wireless,0,126.48,2026-09-03 10:15:54
B0G3PTHM36,"AULA F75 75% Wireless Mechanical Keyboard, Hot Swappable Creamy Keyboard, Pre-lubed Linear Switches, 2.4GHz/Type-C/BT5.0, RGB Backlit Gaming Keyboards(White&Brown)",Generic,4.6,0,mechanical keyboard wireless,0,342.02,2026-09-03 10:15:54
B0GPX33BS2,"Redragon K768 PRO Wireless 100-Key Gasket Gaming Keyboard, Knob + 8000mAh | Multi-Function Control Wheel, 0-Delay Tri-Mode, Cushioned 5-Layer Noise Dampening for Creamy Thocky Sound, Practical 95% Size",Generic,4.8,0,mechanical keyboard wireless,0,248.48,2026-09-03 10:15:54
B09LK1P1RD,"Logitech MX Mechanical Wireless Illuminated Keyboard Tactile - Graphite | Low-profile full-size, 3 device Bluetooth pairing, Smart backlight auto-adjusts, USB-C rechargeable, Up to 15 day battery",Generic,4.2,0,mechanical keyboard wireless,0,,
B0BLYKTL78,"Redragon K556 PRO Wireless RGB Mechanical Gaming Keyboard, 104-Key Aluminum | 0 Delay Tri-Mode BT/2.4GHz/USB-C for More Devices, Rock-Solid Stability, AM-PM Using Durability, Quiet Linear Red Switch",Generic,4.2,0,mechanical keyboard wireless,0,257.52,2026-09-03 10:15:53
B0CLLHSWRL,"AULA F99 Wireless Mechanical Keyboard,Tri-Mode BT5.0/2.4GHz/USB-C Hot Swappable Custom Keyboard,Pre-lubed Linear Switches,RGB Backlit Computer Gaming Keyboards for PC/Tablet/PS/Xbox",Generic,4.5,0,mechanical keyboard wireless,0,311.75,2026-09-03 10:15:53
B0D14N2QZF,"AULA F75 Pro Wireless Mechanical Keyboard,75% Hot Swappable Custom Keyboard with Knob,RGB Backlit,Pre-lubed Reaper Switches,Side Printed PBT Keycaps,2.4GHz/USB-C/BT5.0 Mechanical Gaming Keyboards",Generic,4.6,0,mechanical keyboard wireless,0,293.67,2026-09-03 10:15:53
B0DBZGH5XM,"Kisnt KN85 Wireless Mechanical Keyboard, 75% Layout, Bluetooth/2.4GHz/USB-C, Custom RGB Backlit, Hot-Swappable Linear Switch, Creamy Sound for Gaming/Typing (Retro Beige)",Generic,4.6,0,mechanical keyboard wireless,0,230.41,2026-09-03 10:15:53
B0DKNDPKV3,"AULA F99 Pro Wireless Mechanical Keyboard with Number Pad, Knob, 99 Keys | Gasket Structure, Tri-Mode Connection, Hot Swappable, Creamy Sound, RGB Backlit, PBT Keycaps Computer Gaming Keyboards for PC",Generic,4.7,0,mechanical keyboard wireless,0,342.92,2026-09-03 10:15:53
B0DKNLMD9D,"AULA S98 Pro Wireless Mechanical Gaming Keyboard with Screen, Knob, 96 Keys | 2.4GHz/USB-C/BT5.0, Hot-Swappable, Linear Switches, Gasket Mount, PBT Keycaps, RGB Backlit Creamy Keyboard for PC/Office",Generic,4.5,0,mechanical keyboard wireless,0,406.64,2026-09-03 10:15:53
B0F1MKZJMH,"Redragon Wireless Typewriter Style Mechanical Gaming Keyboard, Black | Bluetooth/2.4Ghz/Wired, RGB Led Backlit, Blue Switch - Clicky, Rechargeable 4000mAh, Solid Metal Panel, Round Keycaps",Generic,4.5,0,mechanical keyboard wireless,0,293.67,2026-09-03 10:15:53
B0FDKPF9QJ,"Redragon K745 PRO Wireless 108-Key Gasket RGB Gaming Keyboard, 4 Hotkeys | Extra Shortcut Keys, 0-Delay Tri-Mode, Cushioned Noise Dampening for Creamy Thocky Sound, Unfaded PBT Keycaps, PRO Software",Generic,4.6,0,mechanical keyboard wireless,0,271.08,2026-09-03 10:15:53
B0FG6JNWBS,"Redragon K521KS Wireless Gaming Keyboard, Tri-Mode BT/2.4G/USB-C RGB Mechanical Feeling Keyboard with Multimedia Keys, 4000mAh Battery, Anti-Ghosting, Compatible with PC - Upgrade",Generic,4.4,0,mechanical keyboard wireless,0,121.96,2026-09-03 10:15:53
B0H4X4N6K5,"Virtusx Phronesis Wireless Mechanical AI Keyboard - Software with Chatbot, Voice Typing, AI Meeting Notes, Transcribe, Translate, Summarize, TKL, Hot-Swappable, PBT Keycaps, RGB Backlit, Mac & Windows",Generic,4.9,0,mechanical keyboard wireless,0,763.66,2026-09-03 10:15:53
B08N5LNQCX,Precision Vertical Wireless Mouse with Thumb Rest,LogiPro,4.6,8390,ergonomic mouse,1,69.99,2026-09-03 10:06:05
B09W2DF485,Bio-Entropic Ergonomic Split Mechanical Keyboard,ErgoTech,4.8,1420,mechanical keyboard wireless,1,189.99,2026-09-03 10:06:05
